"policy","mean","std.dev","ci_lo2.5%","ci_hi97.5%"
"policy1",-0.994582689308856,0.172267629326946,-1.3173947832636,-0.733711698029653
"policy10",-0.279617426966183,0.0580016234002813,-0.417266679530811,-0.209919954317527
"policy11",-2.79103868777587,0.430615922582351,-3.5905871793453,-2.16393535055245
"policy12",-0.140022833204684,0.0369655880407039,-0.215849210392981,-0.0902526344731971
"policy13",-14.9665756396365,0.684994935325345,-16.2849377686536,-14.0106076709083
"policy14",-2.21574412088824,0.303665951086799,-2.69598458206471,-1.68944170847725
"policy15",-0.570300521034005,0.24805696880378,-1.1635612266952,-0.29045025624362
"policy16",-1.13886074182986,0.184128020845695,-1.55440980134675,-0.855298731150478
"policy17",-0.589682605224494,0.294035446837684,-1.22801336099219,-0.242303531835344
"policy18",-0.25546284465893,0.0721248957180296,-0.385735518048858,-0.151689109604082
"policy19",-31.7739380087333,2.24039838014862,-36.1641629518607,-27.7857773288379
"policy2",-1.84854889760852,0.348259202739358,-2.39816534462373,-1.31631226211385
"policy20",-1.84348734501943,0.460052885077183,-2.93961149451969,-1.24075138533678
"policy21",-0.0644181595572469,0.0200015281937443,-0.0990754024999611,-0.0327084004788991
"policy22",-72.5297538141263,2.7322980939277,-76.3814923956676,-67.4231804875937
"policy3",-1.31180962248498,0.402314001796445,-2.25895400655953,-0.732541507106637
"policy4",-0.0961639368444248,0.0226737441236968,-0.140100499138013,-0.0591175337653875
"policy5",-0.138042460552214,0.0387489816712563,-0.218095386226699,-0.0865217559867243
"policy6",-2.84482788707669,0.453714245275178,-3.75139455837785,-2.2146069673825
"policy7",-4.46973842567144,0.362172280748583,-5.35491568062662,-4.00394838219245
"policy8",-4.09382847933387,0.276580231793196,-4.59869339891518,-3.60911462354962
"policy9",-0.0351085650110958,0.0187150296297576,-0.0755313400465273,-0.00802595427990772
